,raw_address,simple_address,longitude,latitude
5707,"University Klinikum Hamburg Eppendorf,Klin Kinder & Jugendpsychiat Psychotherapie & Psy,Hamburg,Germany.","Hamburg,Germany",10,53.55
5708,"Villanova University,Coll Nursing,Villanova,PA 19085 USA.","Villanova University,USA",-96.802979,32.864269
5709,"Allergan Pharmaceut Inc,2525 Dupont Dr,Irvine,CA 92612 USA.","Irvine,USA",-117.7738,33.6772
5710,"Ankara Spine Ctr,Iran Caddesi 45-2,TR-06700 Ankara,Turkey.","Ankara,Turkey",32.8644,39.9272
5711,"University Houston,Dept Psychol,Houston,TX 77204 USA.","Houston,USA",-95.3936,29.7871
5712,"University Exeter,Psychol Coll Life & Environm Sci,Clin Educ Dev & Res CEDAR Grp,Exeter,Devon,United Kingdom.","Exeter,United Kingdom",-3.53,50.7004
5713,"Western University,Dept Epidemiol & Biostat,London,ON,Canada.","London,Canada",-81.25,42.97
5714,"University Orebro,Sch Hlth & Med Sci,Fac Med & Hlth,SE-70182 Orebro,Sweden.","Orebro,Sweden",15.22,59.2803
5715,"University Agder,Fac Hlth & Sports Sci,Kristiansand,Norway.","Kristiansand,Norway",8,58.1666
5716,"University Med Ctr Utrecht,POB 85500,NL-3508 GA Utrecht,Netherlands.","Utrecht,Netherlands",5.12,52.1003
5717,"Ghent University Hosp,Dept Paediat Gastroenterol,De Pintelaan 185,B-9000 Ghent,Belgium.","Ghent University Hosp,Belgium",-81.982208,33.470211
5718,"Med University Lubeck,Inst Sozialmed & Epidemiol,Ratzeburger Allee 160,D-23562 Lubeck,Germany.","Lubeck,Germany",10.67,53.8704
5719,"University Thessaly,University Hosp Larissa,Sch Med,Dept Resp Med,Larisa 41500,Greece.","Larissa,Greece",22.42,39.6304
5720,"Sheba Med Ctr,Dept Radiat Oncol,IL-5262160 Tel Hashomer,Israel.","Sheba Med Ctr,Israel",34.8018,31.25831
5721,"University Sao Paulo,Sch Phys Educ & Sport,3 Andar,Sala 3105,Ave Dr Arnaldo 455,BR-01246903 Sao Paulo,SP,Brazil.","Sao Paulo,Brazil",-46.625,-23.5587
5722,"Sch Hlth & Social Care,Avery Hill Rd,London SE9 2UG,United Kingdom.","London,United Kingdom",-0.1167,51.5
5723,"Dept Evaluac & Calidad,Madrid Salud,Madrid,Spain.","Madrid,Spain",-3.6834,40.4
5724,"Mental Hlth Serv,Social & Hlth Serv,POB 13,Oulu 90015,Finland.","Oulu,Finland",25.47,65
5725,"University Wisconsin,Dept Urol,1685 Highland Ave,3258 Med Fdn,Centennial Bldg,Madison,WI 53705 USA.","Highland,USA",-117.1653,34.1113
5726,"Loyola University Hlth Syst,Dept Orthopaed Surg,2160 South First Ave,Maywood,IL 60153 USA.","Maywood,USA",-74.0632,40.9024
5727,"Hebrew University Jerusalem,Dept Psychol,IL-91905 Jerusalem,Israel.","Jerusalem,Israel",35.2066,31.7784
5728,"Hosp Galdakao Usansolo,Resp Dept,Bizkaia,Spain.","Hosp Galdakao Usansolo,Spain",-2.81872,43.219181
5729,"Karolinska Inst,Dept Neurobiol Care Sci & Soc NVS,Huddinge,Sweden.","Karolinska Inst,Sweden",18.032169,59.352879
5730,"York University,Sch Kinesiol & Hlth Sci,Toronto,ON M3J 2R7,Canada.","Toronto,Canada",-79.42,43.7
5731,"James Cook University Hosp,Dept Pain & Anaesthesia,Cheriton House,Marton Rd,Middlesbrough TS4 3BW,Cleveland,United Kingdom.","Middlesbrough,United Kingdom",-1.23,54.5804
5732,"University Calif Los Angeles,Sch Med,Los Angeles,CA USA.","Los Angeles,USA",-118.4068,34.114
5733,"Allegheny Hlth Network,Esophageal & Lung Inst,4800 Friendship Ave,Suite 4600,Pittsburgh,PA 15224 USA.","Pittsburgh,USA",-79.9763,40.4396
5734,"University Fed Sao Paulo,Div Plast Surg,Rua Napoleao Barros 715 4o Andar,BR-04024002 Sao Paulo,SP,Brazil.","Sao Paulo,Brazil",-46.625,-23.5587
5735,"Kanazawa University,Grad Sch Med Sci,Dept Integrat Canc Therapy & Urol,Kanazawa,Ishikawa,Japan.","Kanazawa,Japan",136.64,36.56
5736,"Yale University,Sch Med,New Haven,CT USA.","New Haven,USA",-85.0282,41.0669
5737,"University Hosp Besancon,Doubs & Belfort Terr Canc Registry,EA3181,2 Pl St Jacques,F-25000 Besancon,France.","Besancon,France",6.03,47.23
5738,"University Hosp Southampton NHS Fdn Trust,Anaesthesia & Crit Care Res Area,NIHR Resp Biomed Res Unit,CE93,MP24,Tremona Rd,Southampton SO16 6YD,Hants,United Kingdom.","Southampton,United Kingdom",-1.4,50.9
5739,"Veneto Oncol Inst IOV IRCCS,Surg Oncol Unit,Via Gattamelata 64,I-35128 Padua,Italy.","Veneto Oncol Inst IOV IRCCS,Italy",12.14394,46.52813
5740,"Cornell University,Weill Med Coll,New York,NY 10021 USA.","York,USA",-97.5947,40.8708
5741,"University Hosp Munster,Dept Otorhinolaryngol Head & Neck Surg,Kardinal von Galen Ring 10,D-48149 Munster,Germany.","Munster,Germany",7.62,51.9704
5742,"Sehit Serkan Ozaydin Sokak 9,TR-26100 Eskisehir,Turkey.","Eskisehir,Turkey",30.53,39.795
5743,"University Hlth Network,Behav Sci & Hlth Res Div,190 Elizabeth St,Toronto,ON M5G 2C4,Canada.","Toronto,Canada",-79.42,43.7
5744,"Leiden University,Med Ctr,Dept Rheumatol,POB 9600,NL-2300 RC Leiden,Netherlands.","Leiden University,Netherlands",4.49015,52.161091
5745,"Natl Yang Ming University,Community Med Res Ctr,155,Sec 2,Linong St,Taipei 112,Taiwan.","Taipei,Taiwan",121.5683,25.0358
5746,"University Western Ontario,Victoria Hosp,London Hlth Sci Ctr,Dept Surg,Schulich Sch Med & Dent,Div Urol,800 Commissioners Rd East,Room E2-649,London,ON N6A 5W9,Canada.","Victoria,Canada",-123.35,48.4333
5747,"University New Mexico,Sch Med,MSC 10-55501,Albuquerque,NM 87131 USA.","Mexico,USA",-91.8711,39.1626
5748,"University Fed Bahia UFBA,Inst Cienciasda Saude,Curso Fisioterapia,Dept Biofuncao,Av Reitor Miguel Calmon S-N,BR-40110100 Salvador,BA,Brazil.","Salvador,Brazil",-38.48,-12.97
5749,"Oulu University Hosp,Dept Internal Med,POB 20,FIN-90029 Oys,Finland.","Oulu,Finland",25.47,65
5750,"University Montreal,Fac Dent,Sch Publ Heath,Pavillon Roger Gaudry,Local C-219,2900,Montreal,PQ H3T 1J4,Canada.","Montreal,Canada",-73.5833,45.5
5751,"Med University Vienna,Sect Internal Med 2,Dept Cardiol,Wahringer Gurtel 18-20,A-1090 Vienna,Austria.","Vienna,Austria",16.3666,48.2
5752,"Shanghai Jiao Tong University,Sch Med,Dept Orthoped Surg,Peoples Hosp 3,Shanghai 200030,China.","Shanghai,China",121.4365,31.2165
5753,"Erasmus MC,University Med Ctr,Dept Rehabil Med,POB 2040,NL-3000 CA Rotterdam,Netherlands.","Rotterdam,Netherlands",4.48,51.92
5754,"Lund University,Skane University Hosp,Dept Clin Sci & Orthopaed,Clin & Mol Osteoporosis Res Unit,SE-20502 Malmo,Sweden.","Malmo,Sweden",13.0333,55.5833
5755,"Schulthess Klin,Dept Res & Dev,Spine Ctr Div,Lengghalde 2,CH-8008 Zurich,Switzerland.","Zurich,Switzerland",8.55,47.38
5756,"Karolinska Inst,Dept Womens & Childrens Hlth,Solnavagen 4,S-11365 Stockholm,Sweden.","Stockholm,Sweden",18.0973,59.3508
5757,"Ohio State University,Coll Med,Nationwide Childrens Hosp,Div Pediat Nephrol,Columbus,OH 43210 USA.","Columbus,USA",-89.0299,43.3354
5758,"VA Spinal Cord Injury & Disorders Serv 128NAT,10701 East Blvd,Cleveland,OH 44106 USA.","Cleveland,USA",-95.0992,30.3399
5759,"University Deusto,Basque Fdn Sci,Ikerbasque,Dept Psychol,Bilbao,Spain.","Bilbao,Spain",-2.93,43.25
5760,"Huazhong University Sci & Technol,Tongji Med Coll,Sch Nursing,13 Hangkong Rd,Wuhan 430030,Hubei Province,China.","Wuhan,China",114.27,30.58
5761,"NYU,Langone Med Ctr,Hosp Joint Dis,Dept Orthopaed Surg,306 East 15th St,New York,NY 10003 USA.","York,USA",-97.5947,40.8708
5762,"NYU,Spine Lab,306 E 15th St,Ground Floor,New York,NY 10012 USA.","York,USA",-97.5947,40.8708
5763,"Klinikum University Mnchen LMU,Klin & Poliklin Orthopadie Physikal Med & Rehabil,Campus Grosshadern,Marchioninistr 15,D-81377 Munich,Germany.","Munich,Germany",11.575,48.1299
5764,"Multiple Sclerosis Ctr,Blomsterbakken 33,N-1487 Oslo,Norway.","Oslo,Norway",10.75,59.9167
5765,"H Lee Moffitt Canc Ctr & Res Inst,Malignant Hematol Dept,12902 Magnolia Dr,Tampa,FL 33612 USA.","Magnolia,USA",-93.2261,33.2777
5766,"University Valencia,Polibienestar Res Inst,Edificio Inst Invest,Campus Tarongers,C Serpis 29,Valencia 46022,Spain.","Valencia,Spain",-0.4,39.485
5767,"Liverpool Hosp,Mental Hlth Ctr,South Western Sydney Local Hlth Dist AUCS,Acad Unit Child Psychiat,Level 1 ICAMHS,Locked Bag 7103,Liverpool Bc,NSW 1871,Australia.","Sydney,Australia",151.1852,-33.92
5768,"Dana Farber Canc Inst,450 Brookline Ave,Boston,MA 02215 USA.","Boston,USA",-71.0838,42.3189
5769,"Aalborg University Hosp,Dept Infect Dis,Hobrovej 18-22,DK-9000 Aalborg,Denmark.","Aalborg,Denmark",9.9166,57.0337
5770,"University Texas Austin,Dell Med Sch,Dept Surg & Perioperat Care,1912 Speedway,Suite 564,Sanchez Bldg,Austin,TX 78712 USA.","Austin,USA",-97.7545,30.3038
5771,"Barts Hlth NHS Trust,Royal London Hosp,Dept Trauma & Orthopaed Surg,London,United Kingdom.","London,United Kingdom",-0.1167,51.5
5772,"Kaiser Permanente So Calif,Dept Res & Evaluat,100 S Los Robles Ave,2nd Floor,Pasadena,CA 91101 USA.","Pasadena,USA",-95.1498,29.6583
5773,"University Campus Biomed,Area Endocrinol & Diabet,Rome,Italy.","Rome,Italy",12.4833,41.896
5774,"University Houston,Coll Pharm,1441 Moursund St,Houston,TX 77030 USA.","Houston,USA",-95.3936,29.7871
5775,"Chung Ang University,Red Cross Coll Nursing,84 Heukseok Ro,Seoul 156756,South Korea.","Seoul,South Korea",126.9997,37.5663
5776,"University Thessaly,Dept Psychiat,Fac Med,Biopolis 41110,Larisa,Greece.","University Thessaly,Greece",22.726839,39.583179
5777,"University Freiburg,Dept Otorhinolaryngol Head & Neck Surg,Killianstr 5,D-79106 Freiburg,Germany.","Freiburg,Germany",7.8699,48.0004
5778,"IRCCS Hosp San Camillo,Parkinson & Movement Disorders Unit,Viale Alberoni 70,Venice,Italy.","Venice,Italy",12.335,45.4387
5779,"University Copenhagen,Fac Hlth & Med Sci,Dent Mat & Oral Diagnost,Dept Odontol,Sect Oral Rehabil,Norre Alle 20,DK-2200 Copenhagen,Denmark.","University Copenhagen,Denmark",12.56902,55.675758
5780,"University Minnesota,Div Transplantat,Dept Surg,420 Delaware St SE,MMC 195,Minneapolis,MN 55455 USA.","Delaware,USA",-83.0749,40.287
5781,"Shiraz University Med Sci,Dept Biostat,Shiraz,Iran.","Shiraz,Iran",52.57,29.63
5782,"University Med Ctr Rotterdam,Erasmus MC,Dept Epidemiol,POB 2040,NL-3000 CA Rotterdam,Netherlands.","Rotterdam,Netherlands",4.48,51.92
5783,"University Fed Vales Jequitinhonha & Mucuri,Sch Dent,Dept Pediat Dent & Orthodont,Rua Arraial Forros 215,BR-39100000 Diamantina,MG,Brazil.","Diamantina,Brazil",-43.61,-18.24
5784,"Mapi,HEOR & Strateg Market Access,27 Rue Villette,F-69003 Villette,France.","Mapi,France",11.38463,43.72008
5785,"FoU Enheten Narsjukvarden Ostegotland,Unit Res & Dev Local Hlth Care,S-58185 Linkoping,County Of Oster,Sweden.","Linkoping,Sweden",15.6299,58.41
5786,"University Seville,Dept Phys Educ & Sport,Pirotecnia S-N,Seville 41013,Spain.","Seville,Spain",-5.98,37.405
5787,"Sanquin Blood Supply,Dept Transfus Med,Gaetano Martinolaan 95,NL-6229 GS Maastricht,Netherlands.","Maastricht,Netherlands",5.677,50.853
5788,"Turku University Hosp,Dept Pediat,PIPARI,Kiinamyllynkatu 4-8,FIN-20520 Turku,Finland.","Turku,Finland",22.255,60.4539
5789,"1243 S Cedar Crest Blvd,Ste 2200,Allentown,PA 18103 USA.","Allentown,USA",-75.4756,40.5962
5790,"Rua Helio Solha Maia 448,BR-35460000 Brumadinho,MG,Brazil.","Rua Helio Solha Maia 448,Brazil",-42.49781,-22.27921
5791,"University Regensburg,Dept Trauma Surg,Med Ctr,D-93053 Regensburg,Germany.","Regensburg,Germany",12.12,49.0204
5792,"Cincinnati Childrens Hosp Med Ctr,Dept Rheumatol,3333 Burnet Ave,MLC 4010,Cincinnati,OH 45229 USA.","Cincinnati,USA",-84.506,39.1412
5793,"Robert Koch Inst,Abt Epidemiol Nichtubertragbarer Krankheiten & Ge,General Pape Str 62-66,D-12101 Berlin,Germany.","Berlin,Germany",13.4015,52.5218
5794,"University Minnesota,Dept Psychol,N657 Elliott Hall,75 East River Rd,Minneapolis,MN 55455 USA.","Minneapolis,USA",-93.2679,44.9635
5795,"Springer,Private Bag 65901,Auckland 0754,New Zealand.","Auckland,New Zealand",174.763,-36.8481
5796,"Springer,Private Bag 65901,Auckland 0754,New Zealand.","Auckland,New Zealand",174.763,-36.8481
5797,"Toronto Western Hosp,Div Orthopaed Surg,1st Floor,East Wing,Room 449,Toronto,ON M5T 2S8,Canada.","Toronto,Canada",-79.42,43.7
5798,"Copenhagen University Hosp,Dept Anesthesiol 65N9,Res Unit,Herlev Ringvej 75,DK-2730 Herlev,Denmark.","Copenhagen University Hosp,Denmark",12.56902,55.675758
5799,"China Med University,Affiliated Hosp 4,Dept Surg Gastroenterol,4 Chongshan Rd,Shenyang 110032,China.","China Med University,China",-94.309738,30.00819
5800,"Hop Emile Muller,Dept Rheumatol,20 Ave Docteur,F-68100 Mulhouse,France.","Mulhouse,France",7.35,47.7504
5801,"Chinese University Hong Kong,Dept Med & Therapeut,Prince Wales Hosp,Shatin,Hong Kong,China.","Hong Kong,China",114.185,22.305
5802,"Temple University,Sch Med,St Lukes University & Hlth Network,Dept Surg,Div Bariatr & Minimally Invas Surg,240 Cetronia Rd,Suite 205,North Allentown,PA 18104 USA.","Temple,USA",-97.3899,31.1077
5803,"Aix Marseille University,Fac Med,Publ Hlth EA 3279,27 Bd Jean Moulin,F-13385 Marseille 05,France.","Marseille,France",5.375,43.29
5804,"10903 New Hampshire Ave,Bldg 22,Silver Spring,MD 20993 USA.","Hampshire,USA",-88.5119,42.1112
5805,"Yale University,Sch Med,Dept Psychiat,New Haven,CT 06520 USA.","New Haven,USA",-85.0282,41.0669
5806,"Heidelberg University,University Hosp,Dept Clin Social Med Occupat & Environm Dermatol,Heidelberg,Germany.","Heidelberg,Germany",8.7,49.42
5807,"University Cologne,Dept Gen Visceral & Canc Surg,Kerpener Str 62,D-50931 Cologne,Germany.","Cologne,Germany",6.95,50.93
5808,"University Groningen,University Med Ctr Groningen,Dept Cardiol,HPC AB 41,POB 30-001,NL-9700 RB Groningen,Netherlands.","Groningen,Netherlands",6.58,53.2204
5809,"University Penn,Sch Nursing,Claire M Fagin Hall,418 Curie Blvd,Room 322,Philadelphia,PA 19104 USA.","Philadelphia,USA",-75.134,40.0076
5810,"University Cape Town,Dept Hlth & Rehabil Sci,Fac Hlth Sci,Anzio Rd,ZA-7925 Cape Town,South Africa.","Cape Town,South Africa",18.435,-33.92
5811,"University Toronto,Dept Phys Therapy,Toronto,ON,Canada.","Toronto,Canada",-79.42,43.7
5812,"Curtin University,Sch Physiotherapy & Exercise Sci,Bentley,WA,Australia.","Curtin University,Australia",149.114822,-35.283009
5813,"Aichi Gakuin University,Dept Hlth Sci,12 Araike,Iwasaki Cho,Nisshin,Aichi 4700195,Japan.","Aichi Gakuin University,Japan",111.48985,-7.90185
5814,"Hannover Med Sch,Dept Neurol,D-30623 Hannover,Germany.","Hannover,Germany",9.7167,52.367
5815,"University Utah,Dept Commun Sci & Disorders,390 South 1530 East,Room 1310,Salt Lake City,UT 84112 USA.","Lake City,USA",-82.647,30.1892
5816,"Erasmus University,Inst Med Technol Assessment,POB 1738,NL-3000 DR Rotterdam,Netherlands.","Rotterdam,Netherlands",4.48,51.92
5817,"University Ulsan,Coll Med,Asan Med Ctr,Dept Pulm & Crit Care Med,Asanbyeongwon Gil 86,Seoul 138736,South Korea.","Ulsan,South Korea",129.317,35.5467
5818,"University Almeria,Dept Psicol,Almeria 04120,Spain.","Almeria,Spain",-2.43,36.8303
5819,"I Shou University,Dept Nursing,8 Yida Rd,Kaohsiung 82445,Taiwan.","Kaohsiung,Taiwan",120.2666,22.6333
5820,"Inst Neurol,Headache Grp,Queen Sq,London WC1N 3BG,United Kingdom.","London,United Kingdom",-0.1167,51.5
5821,"Med University Vienna,Dept Child & Adolescent Psychiat,Waehringer Guertel 18-20,A-1090 Vienna,Austria.","Vienna,Austria",16.3666,48.2
5822,"University Hosp Besancon,Dept Med Oncol,3 Blvd Fleming,F-25000 Besancon,France.","Besancon,France",6.03,47.23
5823,"University Ulsan,Coll Med,Dept Oncol,Asan Med Ctr,88 Olymp Ro,43 Gil,Seoul 138736,South Korea.","Ulsan,South Korea",129.317,35.5467
5824,"Northwestern University,NW Mem Hosp,Feinberg Sch Med,Ctr Heart Failure,Bluhm Cardiovasc Inst,Div Cardiac Surg,201 East Huron St,Gaiter Pavil 11-140,Chicago,IL 60611 USA.","Huron,USA",-120.0961,36.204
5825,"Royal N Shore Hosp,Dept Cardiol,Sydney,NSW 2065,Australia.","Sydney,Australia",151.1852,-33.92
5826,"King Abdulaziz University,Dept Med,Psychiat Unit,POB 80205,Jeddah 21589,Saudi Arabia.","Jeddah,Saudi Arabia",39.2192,21.5169
5827,"Plesmanlaan 121,NL-1066 CX Amsterdam,Netherlands.","Amsterdam,Netherlands",4.9166,52.35
5828,"Vanderbilt University,Med Ctr,Neurosurg,2200 Childrens Way,9222 Doctors Off Tower,Nashville,TN 37232 USA.","Nashville,USA",-77.9547,35.9678
5829,"University Calif San Francisco,Dept Orthopaed Surg,500 Parnassus Ave,MUW 320,San Francisco,CA 94143 USA.","San Francisco,USA",-122.4429,37.7561
5830,"Northwestern University,Feinberg Sch Med,Dept Neurol Surg,676 N St Clair St,Ste 2210,Chicago,IL 60611 USA.","Chicago,USA",-87.6861,41.8373
5831,"Virginia Commonwealth University,Sch Med,Dept Healthcare Policy & Res,POB 980430,Richmond,VA 23298 USA.","Virginia,USA",-92.5121,47.5172
5832,"University Oklahoma,Hlth Sci Ctr,Donald W Reynolds Dept Geriatr Med,1122 NE 13th St,ODonoghue Res Bldg,Ste 1200,Oklahoma City,OK 73117 USA.","Oklahoma City,USA",-97.5138,35.4677
5833,"Mem University Newfoundland,Hlth Sci Ctr,Fac Med,St John,NF A1C 5S7,Canada.","Mem University Newfoundland,Canada",-57.93652,48.94146
5834,"IRBLLEIDA,Unit Biostat & Methodol Support,C Rovira Roure 80,Lleida 25198,Spain.","IRBLLEIDA,Spain",-3.70034,40.41669
5835,"Rijndam Rehabil Ctr,Rotterdam Neurorehabil Res RoNeRes,POB 23181,NL-3001 KD Rotterdam,Netherlands.","Rotterdam,Netherlands",4.48,51.92
5836,"Massachusetts Gen Hosp,Dept Neurol,55 Fruit St,Boston,MA 02114 USA.","Boston,USA",-71.0838,42.3189
5837,"University Bristol,Bristol,Avon,United Kingdom.","Bristol,United Kingdom",-2.5833,51.45
5838,"University Amsterdam,Acad Med Ctr,Dept Infect Dis,Rm F4-106,Meibergdreef 9,NL-1105 AZ Amsterdam,Netherlands.","Amsterdam,Netherlands",4.9166,52.35
5839,"Linkoping University,Fac Hlth Sci,Dept Clin & Expt Med,Div Gastroenterol & Hepatol,S-58185 Linkoping,Sweden.","Linkoping,Sweden",15.6299,58.41
5840,"University Penn,Sch Nursing,New Courtland Ctr Transit & Hlth,418 Curie Blvd,Claire M Fagin Hall RM341,Philadelphia,PA 19104 USA.","Philadelphia,USA",-75.134,40.0076
5841,"Fdn IRCCS Ist Nazl Tumori,Dept Canc Med,Head & Neck Med Oncol Unit,Via Venezian 1,I-20133 Milan,Italy.","Milan,Italy",9.205,45.47
5842,"Aintree University Hosp NHS Fdn Trust,Dept Accid & Emergency,Liverpool L9 1AE,Merseyside,United Kingdom.","Liverpool,United Kingdom",-2.918,53.416
5843,"Aarhus University Hosp,Res Clin Funct Disorders & Psychosomat,DK-8000 Aarhus,Denmark.","Aarhus,Denmark",10.2107,56.1572
5844,"University Sydney,Fac Hlth Sci,75 East St,Sydney,NSW 1825,Australia.","Sydney,Australia",151.1852,-33.92
5845,"University Miami,Dept Psychol,5665 Ponce de Leon Blvd,Coral Gables,FL 33146 USA.","Miami,USA",-80.2102,25.784
5846,"Natl University Singapore,Yong Loo Lin Sch Med,Alice Lee Ctr Nursing Studies,Clin Res Ctr,Level 2,Block MD 11,10 Med Dr,Singapore 117597,Singapore.","Singapore,Singapore",103.8558,1.293
5847,"McGill University,Ctr Hlth,Montreal Chest Inst,1001 Blvd Decarie,Room D05-2044,Montreal,PQ H4A 3J1,Canada.","Montreal,Canada",-73.5833,45.5
5848,"Johns Hopkins University,Sch Med,Div Pulm & Crit Care Med,1830 East Monument St,Room 540,Baltimore,MD 21205 USA.","Hopkins,USA",-93.4058,44.9259
5849,"700 Childrens Dr,JWest 4th Floor,Columbus,OH 43205 USA.","Columbus,USA",-89.0299,43.3354
5850,"Harvard University,Dept Psychol,1244 William James Hall,33 Kirkland St,Cambridge,MA 02138 USA.","Harvard,USA",-88.6212,42.4297
5851,"Iran University Med Sci,Sch Med,Dept Community Med,Crossroads Hemmat & Chamran Expressways,Tehran 158756171,Iran.","Tehran,Iran",51.4243,35.6719
5852,"Newcastle University,Inst Cellular Med,Framlington Pl,Newcastle Upon Tyne NE2 4HH,Tyne & Wear,United Kingdom.","Newcastle,United Kingdom",-1.6,55.0004
5853,"University Med Ctr Utrecht,Dept Surg,Suite G04-228Heidelberglaan 100,NL-3584 CX Utrecht,Netherlands.","Utrecht,Netherlands",5.12,52.1003
5854,"Maastricht University,Dept Hlth Serv Res,CAPHRI Sch Publ Hlth & Primary Care,Fac Hlth Med & Life Sci,POB 616,NL-6200 MD Maastricht,Netherlands.","Maastricht,Netherlands",5.677,50.853
5855,"University Florida,Coll Med,Dept Hlth Outcomes & Policy,Clin & Translat Sci Inst,Gainesville,FL 32611 USA.","Gainesville,USA",-82.3454,29.6814
5856,"University Zurich Hosp,Dept Psychiat & Psychotherapy,Haldenbachstr 16-18,CH-8091 Zurich,Switzerland.","Zurich,Switzerland",8.55,47.38
5857,"Fed University Para,University Hosp Joao de Barros Barreto,Div Endocrinol,Mundurucus St 4487,BR-66073000 Belem,Para,Brazil.","Belem,Brazil",-48.48,-1.45
5858,"Monash University,Australian & New Zealand Intens Care Res Ctr,Sch Publ Hlth & Preventat Med,Commercial Rd,Melbourne,Vic 3004,Australia.","Melbourne,Australia",144.975,-37.82
5859,"Jaume I University,Outcomes 10,Castellon De La Plana,Castellon,Spain.","Castello,Spain",-0.05,39.9704
5860,"University Ulsan,Coll Med,Dept Prevent Med,88,Olympicro 43 Gil,Seoul 138736,South Korea.","Ulsan,South Korea",129.317,35.5467
5861,"University Halle Wittenberg,Fac Med,Inst Hlth & Nursing Sci,Magdeburger Str 8,D-06112 Halle,Germany.","Magdeburg,Germany",11.62,52.1304
5862,"Karolinska Inst,Dept Med,Karolinska University Hosp,Obes Ctr,Stockholm,Sweden.","Stockholm,Sweden",18.0973,59.3508
5863,"University Estado Rio De Janeiro,Sch Dent,Dept Community & Prevent Dent,Rio De Janeiro,Brazil.","University Estado Rio De Janeiro,Brazil",-43.17892,-22.90145
5864,"University Victoria,Dept Psychol,3800 Finnerty Rd,Victoria,BC V8P 5C2,Canada.","Victoria,Canada",-123.35,48.4333
5865,"University Western Sydney,Sch Med,Ctr Hlth Res,Sydney,NSW,Australia.","Sydney,Australia",151.1852,-33.92
5866,"University Regensburg,Inst Epidemiol & Prevent Med,Med Sociol,Dr Gessler Str 17,D-93051 Regensburg,Germany.","Regensburg,Germany",12.12,49.0204
5867,"University Birmingham,Hlth Econ Unit,Birmingham B15 2TT,W Midlands,United Kingdom.","Birmingham,United Kingdom",-1.92,52.475
5868,"Northwestern University,Feinberg Sch Med,Dept Med Social Sci,633 North St Clair,19th Floor,Chicago,IL 60611 USA.","Chicago,USA",-87.6861,41.8373
5869,"VA Greater Los Angeles Healthcare Syst,PADRECC Parkinsons Dis Res Educ & Clin Ctr,11301 Wilshire Blvd,B500,ML 127,Los Angeles,CA 90073 USA.","Los Angeles,USA",-118.4068,34.114
5870,"Tel Aviv University,Sackler Fac Med,IL-69978 Tel Aviv,Israel.","Tel Aviv University,Israel",34.788052,32.073582
5871,"South London & Maudsley NHS Fdn Trust,Physiotherapy Dept,Denmark Hill,London,United Kingdom.","London,United Kingdom",-0.1167,51.5
5872,"Launceston Gen Hosp,Physiotherapy Dept,Charles St,Launceston,Tas 7250,Australia.","Launceston,Australia",147.1302,-41.4498
5873,"City University London,Sch Hlth Sci,Northampton Sq,London EC1V 0HB,United Kingdom.","London,United Kingdom",-0.1167,51.5
5874,"University Roma La Sapienza,Dept Clin & Mol Med,Via Grottarossa 1035-1039,I-00189 Rome,Italy.","Rome,Italy",12.4833,41.896
5875,"University Halle Wittenberg,University Hosp,Dept Gen Visceral & Vasc Surg,Ernst Grube Str 40,D-06097 Halle,Germany.","University Halle Wittenberg,Germany",8.66711,50.638882
5876,"Karolinska Inst,Div Pediat Dent,Dept Dent Med,POB 4064,SE-14104 Stockholm,Sweden.","Stockholm,Sweden",18.0973,59.3508
5877,"University Potsdam,Dept Psychol,Counselling Psychol,Karl Liebknecht Str 24-25,D-14476 Potsdam,Germany.","Potsdam,Germany",13.07,52.4004
5878,"Shahid Beheshti University Med Sci,Res Inst Endocrine Sci,Res Ctr Social Determinants Endocrine Hlth,Tehran,Iran.","Tehran,Iran",51.4243,35.6719
5879,"Shahid Beheshti University Med Sci,Sch Nursing & Midwifery,Dept Nursing,Vali Asr Ave,Cross Vali Asr & Neiaiesh Highway,Tehran 1996835119,Iran.","Tehran,Iran",51.4243,35.6719
5880,"University Hosp Munich,WHO Collaborating Ctr Occupat Hlth,Inst & Outpatient Clin Occupat Social & Environm,Workgrp Paediat Environm Epidemiol,Ziemssenstr 1,D-80336 Munich,Germany.","Munich,Germany",11.575,48.1299
5881,"Australian Natl University,Coll Med Biol & Environm,Res Sch Populat Hlth,Bldg 62,Mills Rd,Canberra,ACT 2601,Australia.","Canberra,Australia",149.129,-35.283
5882,"Odense University Hosp,Dept Orthopaed Surg & Traumatol,DK-5000 Odense,Denmark.","Odense,Denmark",10.3833,55.4004
5883,"Keio University,Sch Med,Dept Med,Div Pulm Med,Shinjuku Ku,35 Shinanomachi,Tokyo 1608582,Japan.","Tokyo,Japan",139.7514,35.685
5884,"Lamar University,Dept Speech & Hearing Sci,Beaumont,TX 77710 USA.","Lamar,USA",-102.6155,38.0739
5885,"Catholic University Korea,Coll Med,Dept Humanities & Social Med,Seoul,South Korea.","Seoul,South Korea",126.9997,37.5663
5886,"Fujian University Tradit Chinese Med,Coll Rehabil Med,1 Huatuo Rd,Fuzhou 350122,Fujian Province,China.","Fuzhou,China",119.3,26.08
5887,"Kermanshah University Med Sci,Sch Med,Farabi Hosp,Dept Psychiat,Kermanshah,Iran.","Kermanshah,Iran",47.06,34.38
5888,"Tufts University,Cummings Sch Vet Med,Dept Clin Sci,200 Westboro Rd,North Grafton,MA 01536 USA.","Grafton,USA",-87.9482,43.3205
